Distance,Diameter,Radius,FFR,text
19.7698,2.9823,1.49115,,19.7698 1.49115 0
19.8678,2.98222,1.49111,,19.8678 1.49111 0
19.9134,2.9838,1.4919,,19.9134 1.4919 0
19.9347,2.98403,1.492015,,19.9347 1.492015 0
19.9553,2.98411,1.492055,,19.9553 1.492055 0
19.9995,2.98367,1.491835,,19.9995 1.491835 0
20.0469,2.98369,1.491845,,20.0469 1.491845 0
20.1068,2.98258,1.49129,,20.1068 1.49129 0
20.1068,2.98257,1.491285,,20.1068 1.491285 0
20.1131,2.98244,1.49122,,20.1131 1.49122 0
20.2122,2.97604,1.48802,,20.2122 1.48802 0
20.2734,2.9713,1.48565,,20.2734 1.48565 0
20.3398,2.96112,1.48056,,20.3398 1.48056 0
20.4071,2.94877,1.474385,,20.4071 1.474385 0
20.6678,2.89316,1.44658,,20.6678 1.44658 0
20.6678,2.89317,1.446585,,20.6678 1.446585 0
20.6837,2.89384,1.44692,,20.6837 1.44692 0
20.7394,2.89264,1.44632,,20.7394 1.44632 0
20.7589,2.89026,1.44513,,20.7589 1.44513 0
20.8979,2.87816,1.43908,,20.8979 1.43908 0
21.0874,2.85852,1.42926,,21.0874 1.42926 0
21.1364,2.85226,1.42613,,21.1364 1.42613 0
21.1884,2.84627,1.423135,,21.1884 1.423135 0
21.2486,2.83905,1.419525,,21.2486 1.419525 0
21.4513,2.8142,1.4071,,21.4513 1.4071 0
21.5707,2.81637,1.408185,,21.5707 1.408185 0
21.7647,2.84395,1.421975,,21.7647 1.421975 0
21.7882,2.84583,1.422915,,21.7882 1.422915 0
21.8149,2.84698,1.42349,,21.8149 1.42349 0
21.8583,2.84788,1.42394,,21.8583 1.42394 0
22.15,2.87934,1.43967,,22.15 1.43967 0
22.2334,2.89958,1.44979,,22.2334 1.44979 0
22.2668,2.9084,1.4542,,22.2668 1.4542 0
22.2774,2.9107,1.45535,,22.2774 1.45535 0
22.3065,2.91636,1.45818,,22.3065 1.45818 0
22.3073,2.91653,1.458265,,22.3073 1.458265 0
